Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,year
1,18-Apr-08,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,222.0,3.0,82.0,10.0,Kolkata Knight Riders,Runs,140.0,Brendon McCullum,2008
2,19-Apr-08,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,240.0,5.0,207.0,4.0,Chennai Super Kings,Runs,33.0,Michael Hussey,2008
3,19-Apr-08,"Feroz Shah Kotla, Delhi",Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Bat,Group,129.0,8.0,132.0,1.0,Delhi Daredevils,Wickets,9.0,Farveez Maharoof,2008
4,20-Apr-08,"Eden Gardens, Kolkata",Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,Bat,Group,110.0,10.0,112.0,5.0,Kolkata Knight Riders,Wickets,5.0,David Hussey,2008
5,20-Apr-08,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Group,165.0,6.0,166.0,5.0,Royal Challengers Bangalore,Wickets,5.0,Mark Boucher,2008
6,21-Apr-08,"Sawai Mansingh Stadium, Jaipur",Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Bat,Group,166.0,8.0,168.0,4.0,Rajasthan Royals,Wickets,6.0,Shane Watson,2008
7,22-Apr-08,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Delhi Daredevils,Deccan Chargers,Bat,Group,142.0,8.0,143.0,1.0,Delhi Daredevils,Wickets,9.0,Virender Sehwag,2008
8,23-Apr-08,"M. A Chidambaram Stadium, Chennai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,208.0,5.0,202.0,7.0,Chennai Super Kings,Runs,6.0,Matthew Hayden,2008
9,24-Apr-08,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Field,Group,214.0,5.0,217.0,7.0,Rajasthan Royals,Wickets,3.0,Yusuf Pathan,2008
10,25-Apr-08,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,182.0,10.0,116.0,9.0,Kings XI Punjab,Runs,66.0,Kumar Sangakkara,2008
11,26-Apr-08,"M. A Chidambaram Stadium, Chennai",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,147.0,9.0,152.0,1.0,Chennai Super Kings,Wickets,9.0,Jacob Oram,2008
12,26-Apr-08,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,135.0,8.0,138.0,3.0,Rajasthan Royals,Wickets,7.0,Shane Watson,2008
13,27-Apr-08,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Bat,Group,158.0,8.0,162.0,6.0,Kings XI Punjab,Wickets,4.0,Simon Katich,2008
14,27-Apr-08,"DY Patil Stadium, Navi Mumbai",Mumbai Indians,Deccan Chargers,Deccan Chargers,Field,Group,154.0,7.0,155.0,0.0,Deccan Chargers,Wickets,10.0,Adam Gilchrist,2008
15,28-Apr-08,"M. Chinnaswamy Stadium, Bangalore",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,178.0,5.0,165.0,10.0,Chennai Super Kings,Runs,13.0,Mahendra Singh Dhoni,2008
16,29-Apr-08,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Group,137.0,8.0,138.0,3.0,Mumbai Indians,Wickets,7.0,Sanath Jayasuriya,2008
17,30-Apr-08,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,191.0,5.0,181.0,5.0,Delhi Daredevils,Runs,10.0,Glenn McGrath,2008
18,01-May-08,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,196.0,7.0,151.0,10.0,Rajasthan Royals,Runs,45.0,Swapnil Asnodkar,2008
19,01-May-08,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,164.0,8.0,167.0,3.0,Kings XI Punjab,Wickets,7.0,Shaun Marsh,2008
20,02-May-08,"M. A Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Bat,Group,169.0,6.0,172.0,2.0,Delhi Daredevils,Wickets,8.0,Virender Sehwag,2008
21,03-May-08,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,Field,Group,156.0,8.0,153.0,6.0,Royal Challengers Bangalore,Runs,3.0,Praveen Kumar,2008
22,03-May-08,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Bat,Group,178.0,6.0,169.0,6.0,Kings XI Punjab,Runs,9.0,Irfan Pathan,2008
23,04-May-08,"DY Patil Stadium, Navi Mumbai",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,162.0,8.0,133.0,10.0,Mumbai Indians,Runs,29.0,Shaun Pollock,2008
24,04-May-08,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,109.0,10.0,110.0,2.0,Rajasthan Royals,Wickets,8.0,Sohail Tanvir,2008
25,05-May-08,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,126.0,10.0,127.0,4.0,Kings XI Punjab,Wickets,6.0,Sreesanth,2008
26,06-May-08,"M. A Chidambaram Stadium, Chennai",Chennai Super Kings,Deccan Chargers,Deccan Chargers,Field,Group,144.0,7.0,148.0,3.0,Deccan Chargers,Wickets,7.0,Adam Gilchrist,2008
27,07-May-08,"DY Patil Stadium, Navi Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,103.0,10.0,104.0,3.0,Mumbai Indians,Wickets,7.0,Ashish Nehra,2008
28,08-May-08,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,Field,Group,187.0,5.0,188.0,6.0,Chennai Super Kings,Wickets,4.0,Mahendra Singh Dhoni,2008
29,08-May-08,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,129.0,7.0,124.0,4.0,Kolkata Knight Riders,Runs,5.0,Sourav Ganguly,2008
30,09-May-08,"Sawai Mansingh Stadium, Jaipur",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Field,Group,140.0,8.0,141.0,2.0,Rajasthan Royals,Wickets,8.0,Yusuf Pathan,2008
31,10-May-08,"M. A Chidambaram Stadium, Chennai",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,Field,Group,181.0,4.0,163.0,9.0,Chennai Super Kings,Runs,18.0,Lakshmipathy Balaji,2008
32,11-May-08,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bat,Group,204.0,4.0,181.0,7.0,Kolkata Knight Riders,Runs,23.0,Sourav Ganguly,2008
33,11-May-08,"Sawai Mansingh Stadium, Jaipur",Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,Field,Group,156.0,7.0,159.0,7.0,Rajasthan Royals,Wickets,3.0,Shane Watson,2008
34,12-May-08,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,143.0,8.0,144.0,1.0,Kings XI Punjab,Wickets,9.0,Shaun Marsh,2008
35,13-May-08,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Group,133.0,6.0,110.0,10.0,Kolkata Knight Riders,Runs,23.0,Shoaib Akhtar,2008
36,14-May-08,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,156.0,6.0,158.0,1.0,Mumbai Indians,Wickets,9.0,Sanath Jayasuriya,2008
37,15-May-08,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Deccan Chargers,Deccan Chargers,Field,Group,194.0,4.0,182.0,9.0,Delhi Daredevils,Runs,12.0,Amit Mishra,2008
38,16-May-08,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,67.0,10.0,68.0,2.0,Mumbai Indians,Wickets,8.0,Shaun Pollock,2008
39,17-May-08,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,197.0,1.0,132.0,9.0,Rajasthan Royals,Runs,65.0,Graeme Smith,2008
40,17-May-08,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Bat,Group,118.0,4.0,94.0,3.0,Kings XI Punjab,Runs,6.0,Mahela Jayawardene,2008
41,18-May-08,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,149.0,5.0,55.0,0.0,Chennai Super Kings,Runs,3.0,Makhaya Ntini,2008
42,18-May-08,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Deccan Chargers,Deccan Chargers,Field,Group,178.0,7.0,153.0,7.0,Mumbai Indians,Runs,25.0,Dwayne Bravo,2008
43,19-May-08,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Field,Group,154.0,7.0,158.0,5.0,Delhi Daredevils,Wickets,5.0,Shreevats Goswami,2008
44,20-May-08,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,147.0,8.0,150.0,4.0,Rajasthan Royals,Wickets,6.0,Yusuf Pathan,2008
45,21-May-08,"Wankhede Stadium, Mumbai",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,189.0,4.0,188.0,10.0,Kings XI Punjab,Runs,1.0,Shaun Marsh,2008
46,21-May-08,"M. A Chidambaram Stadium, Chennai",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,126.0,8.0,112.0,8.0,Royal Challengers Bangalore,Runs,14.0,Anil Kumble,2008
48,23-May-08,"Punjab Cricket Association Stadium, Mohali",Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,175.0,4.0,178.0,4.0,Kings XI Punjab,Wickets,6.0,Shaun Marsh,2008
49,24-May-08,"M. A Chidambaram Stadium, Chennai",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Group,211.0,5.0,201.0,7.0,Rajasthan Royals,Runs,10.0,Albie Morkel,2008
50,24-May-08,"Feroz Shah Kotla, Delhi",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,176.0,8.0,179.0,5.0,Delhi Daredevils,Wickets,5.0,Dinesh Karthik,2008
51,25-May-08,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,Bat,Group,165.0,10.0,171.0,5.0,Royal Challengers Bangalore,Wickets,5.0,Vinay Kumar,2008
52,25-May-08,"Eden Gardens, Kolkata",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Bat,Group,174.0,6.0,175.0,7.0,Kolkata Knight Riders,Wickets,3.0,Umar Gul,2008
53,26-May-08,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,145.0,7.0,146.0,5.0,Rajasthan Royals,Wickets,5.0,Sohail Tanvir,2008
54,27-May-08,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Chennai Super Kings,Deccan Chargers,Bat,Group,147.0,8.0,148.0,3.0,Chennai Super Kings,Wickets,7.0,Suresh Raina,2008
55,28-May-08,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,122.0,9.0,126.0,1.0,Mumbai Indians,Wickets,9.0,Dilhara Fernando,2008
56,28-May-08,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,221.0,3.0,180.0,7.0,Kings XI Punjab,Runs,41.0,Shaun Marsh,2008
57,30-May-08,"Wankhede Stadium, Mumbai",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Field,Playoff,192.0,9.0,87.0,10.0,Rajasthan Royals,Runs,105.0,Shane Watson,2008
58,31-May-08,"Wankhede Stadium, Mumbai",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Playoff,112.0,8.0,116.0,1.0,Chennai Super Kings,Wickets,9.0,Makhaya Ntini,2008
59,01-Jun-08,"DY Patil Stadium, Navi Mumbai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Final,163.0,5.0,164.0,7.0,Rajasthan Royals,Wickets,3.0,Yusuf Pathan,2008
60,18-Apr-09,"Newlands, Cape Town",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,165.0,7.0,146.0,7.0,Mumbai Indians,Runs,19.0,Sachin Tendulkar,2009
61,18-Apr-09,"Newlands, Cape Town",Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Bat,Group,133.0,8.0,58.0,10.0,Royal Challengers Bangalore,Runs,75.0,Rahul Dravid,2009
62,19-Apr-09,"Newlands, Cape Town",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,104.0,7.0,58.0,0.0,Delhi Daredevils,Wickets,10.0,Daniel Vettori,2009
63,19-Apr-09,"Newlands, Cape Town",Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bat,Group,101.0,10.0,104.0,2.0,Deccan Chargers,Wickets,8.0,R. P. Singh,2009
64,20-Apr-09,"St George's Park, Port Elizabeth",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,179.0,5.0,87.0,10.0,Chennai Super Kings,Runs,92.0,Muttiah Muralitharan,2009
65,21-Apr-09,"Kingsmead, Durban",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,158.0,6.0,79.0,1.0,Kolkata Knight Riders,Runs,11.0,Chris Gayle,2009
67,22-Apr-09,"Newlands, Cape Town",Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,Bat,Group,184.0,6.0,160.0,8.0,Deccan Chargers,Runs,24.0,Adam Gilchrist,2009
68,23-Apr-09,"Kingsmead, Durban",Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,Bat,Group,189.0,5.0,180.0,9.0,Delhi Daredevils,Runs,9.0,AB de Villiers,2009
70,24-Apr-09,"Kingsmead, Durban",Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,168.0,9.0,173.0,3.0,Kings XI Punjab,Wickets,7.0,Ravi Bopara,2009
71,25-Apr-09,"Kingsmead, Durban",Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Group,168.0,9.0,156.0,7.0,Deccan Chargers,Runs,12.0,Pragyan Ojha,2009
73,26-Apr-09,"St George's Park, Port Elizabeth",Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Bat,Group,149.0,7.0,153.0,4.0,Delhi Daredevils,Wickets,6.0,Tillakaratne Dilshan,2009
74,26-Apr-09,"Newlands, Cape Town",Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Bat,Group,139.0,6.0,112.0,7.0,Kings XI Punjab,Runs,27.0,Kumar Sangakkara,2009
75,27-Apr-09,"Kingsmead, Durban",Chennai Super Kings,Deccan Chargers,Deccan Chargers,Field,Group,165.0,6.0,169.0,4.0,Deccan Chargers,Wickets,6.0,Herschelle Gibbs,2009
76,27-Apr-09,"St George's Park, Port Elizabeth",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bat,Group,187.0,6.0,95.0,10.0,Mumbai Indians,Runs,92.0,Sachin Tendulkar,2009
77,28-Apr-09,"SuperSport Park, Centurion",Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,143.0,7.0,147.0,5.0,Rajasthan Royals,Wickets,5.0,Yusuf Pathan,2009
78,29-Apr-09,"Kingsmead, Durban",Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,139.0,6.0,143.0,5.0,Royal Challengers Bangalore,Wickets,5.0,Mark Boucher,2009
79,29-Apr-09,"Kingsmead, Durban",Kings XI Punjab,Mumbai Indians,Kings XI Punjab,Bat,Group,119.0,8.0,116.0,7.0,Kings XI Punjab,Runs,3.0,Kumar Sangakkara,2009
80,30-Apr-09,"SuperSport Park, Centurion",Deccan Chargers,Delhi Daredevils,Delhi Daredevils,Field,Group,148.0,9.0,150.0,4.0,Delhi Daredevils,Wickets,6.0,Dirk Nannes,2009
81,30-Apr-09,"SuperSport Park, Centurion",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,164.0,5.0,126.0,10.0,Chennai Super Kings,Runs,38.0,Suresh Raina,2009
82,01-May-09,"Buffalo Park, East London",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bat,Group,148.0,6.0,139.0,6.0,Mumbai Indians,Runs,9.0,Jean - Paul Duminy,2009
83,01-May-09,"Kingsmead, Durban",Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,145.0,9.0,137.0,7.0,Royal Challengers Bangalore,Runs,8.0,Yuvraj Singh,2009
84,02-May-09,"St George's Park, Port Elizabeth",Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Group,141.0,5.0,142.0,7.0,Rajasthan Royals,Wickets,3.0,Yusuf Pathan,2009
85,02-May-09,"New Wanderers Stadium, Johannesburg",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Field,Group,163.0,10.0,145.0,8.0,Chennai Super Kings,Runs,18.0,Shadab Jakati,2009
86,03-May-09,"St George's Park, Port Elizabeth",Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Bat,Group,153.0,3.0,154.0,4.0,Kings XI Punjab,Wickets,6.0,Mahela Jayawardene,2009
87,03-May-09,"New Wanderers Stadium, Johannesburg",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Group,149.0,4.0,150.0,1.0,Royal Challengers Bangalore,Wickets,9.0,Jacques Kallis,2009
88,04-May-09,"Buffalo Park, East London",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Group,178.0,3.0,100.0,10.0,Chennai Super Kings,Runs,78.0,Mahendra Singh Dhoni,2009
89,05-May-09,"Kingsmead, Durban",Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,Field,Group,211.0,4.0,133.0,8.0,Rajasthan Royals,Runs,78.0,Graeme Smith,2009
90,05-May-09,"Kingsmead, Durban",Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Group,154.0,3.0,157.0,1.0,Delhi Daredevils,Wickets,9.0,Gautam Gambhir,2009
91,06-May-09,"SuperSport Park, Centurion",Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Group,145.0,6.0,126.0,8.0,Deccan Chargers,Runs,19.0,Rohit Sharma,2009
92,07-May-09,"SuperSport Park, Centurion",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,105.0,10.0,107.0,3.0,Rajasthan Royals,Wickets,7.0,Amit Singh,2009
93,07-May-09,"SuperSport Park, Centurion",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,185.0,3.0,174.0,3.0,Chennai Super Kings,Runs,12.0,Matthew Hayden,2009
94,08-May-09,"Buffalo Park, East London",Mumbai Indians,Delhi Daredevils,Mumbai Indians,Bat,Group,116.0,10.0,118.0,3.0,Delhi Daredevils,Wickets,7.0,Ashish Nehra,2009
95,09-May-09,"De Beers Diamond Oval, Kimberley",Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,168.0,5.0,169.0,7.0,Kings XI Punjab,Wickets,3.0,Mahela Jayawardene,2009
96,09-May-09,"De Beers Diamond Oval, Kimberley",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bat,Group,141.0,3.0,140.0,7.0,Chennai Super Kings,Wickets,7.0,S. Badrinath,2009
97,10-May-09,"St George's Park, Port Elizabeth",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Group,157.0,2.0,141.0,7.0,Mumbai Indians,Runs,16.0,Jean - Paul Duminy,2009
98,10-May-09,"New Wanderers Stadium, Johannesburg",Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,Field,Group,123.0,8.0,125.0,3.0,Delhi Daredevils,Wickets,7.0,Amit Mishra,2009
99,11-May-09,"De Beers Diamond Oval, Kimberley",Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Group,166.0,7.0,113.0,10.0,Deccan Chargers,Runs,53.0,Dwayne Smith,2009
100,12-May-09,"SuperSport Park, Centurion",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Field,Group,176.0,4.0,173.0,4.0,Royal Challengers Bangalore,Wickets,6.0,Ross Taylor,2009
101,12-May-09,"SuperSport Park, Centurion",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Bat,Group,122.0,2.0,199.0,9.0,Mumbai Indians,Wickets,8.0,Harbhajan Singh,2009
102,13-May-09,"Kingsmead, Durban",Delhi Daredevils,Deccan Chargers,Deccan Chargers,Field,Group,173.0,7.0,161.0,10.0,Delhi Daredevils,Runs,12.0,Rajat Bhatia,2009
103,14-May-09,"Kingsmead, Durban",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,129.0,10.0,132.0,8.0,Royal Challengers Bangalore,Wickets,2.0,Ross Taylor,2009
104,14-May-09,"Kingsmead, Durban",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bat,Group,145.0,7.0,143.0,10.0,Rajasthan Royals,Runs,2.0,Shane Warne,2009
105,15-May-09,"OUTsurance Oval, Bloemfontein",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Field,Group,120.0,9.0,123.0,4.0,Kings XI Punjab,Wickets,6.0,Brett Lee,2009
106,16-May-09,"St George's Park, Port Elizabeth",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Group,147.0,5.0,151.0,3.0,Chennai Super Kings,Wickets,7.0,Matthew Hayden,2009
107,16-May-09,"New Wanderers Stadium, Johannesburg",Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,Field,Group,160.0,5.0,166.0,4.0,Deccan Chargers,Wickets,6.0,Rohit Sharma,2009
108,17-May-09,"New Wanderers Stadium, Johannesburg",Kings XI Punjab,Deccan Chargers,Deccan Chargers,Field,Group,134.0,7.0,133.0,8.0,Kings XI Punjab,Runs,1.0,Yuvraj Singh,2009
109,17-May-09,"OUTsurance Oval, Bloemfontein",Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,150.0,3.0,136.0,9.0,Delhi Daredevils,Runs,14.0,AB de Villiers,2009
110,18-May-09,"SuperSport Park, Centurion",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,188.0,3.0,189.0,3.0,Kolkata Knight Riders,Wickets,7.0,Brad Hodge,2009
111,19-May-09,"New Wanderers Stadium, Johannesburg",Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,Bat,Group,134.0,7.0,135.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Jacques Kallis,2009
112,20-May-09,"Kingsmead, Durban",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,101.0,9.0,102.0,6.0,Kolkata Knight Riders,Wickets,4.0,Laxmi Ratan Shukla,2009
113,20-May-09,"Kingsmead, Durban",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,116.0,9.0,92.0,8.0,Chennai Super Kings,Runs,24.0,Muttiah Muralitharan,2009
114,21-May-09,"SuperSport Park, Centurion",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,165.0,8.0,166.0,6.0,Delhi Daredevils,Wickets,4.0,Virender Sehwag,2009
115,21-May-09,"SuperSport Park, Centurion",Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,Bat,Group,170.0,4.0,158.0,6.0,Royal Challengers Bangalore,Runs,12.0,Manish Pandey,2009
116,22-May-09,"SuperSport Park, Centurion",Delhi Daredevils,Deccan Chargers,Deccan Chargers,Field,Playoff,153.0,8.0,154.0,4.0,Deccan Chargers,Wickets,6.0,Adam Gilchrist,2009
117,23-May-09,"New Wanderers Stadium, Johannesburg",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Playoff,146.0,6.0,149.0,4.0,Royal Challengers Bangalore,Wickets,6.0,Manish Pandey,2009
118,24-May-09,"New Wanderers Stadium, Johannesburg",Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Final,143.0,6.0,137.0,9.0,Deccan Chargers,Runs,6.0,Anil Kumble,2009
119,12-Mar-10,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,Field,Group,161.0,4.0,150.0,7.0,Kolkata Knight Riders,Runs,11.0,Angelo Mathews,2010
120,13-Mar-10,"Brabourne Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,212.0,6.0,208.0,7.0,Mumbai Indians,Runs,4.0,Yusuf Pathan,2010
121,13-Mar-10,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,142.0,9.0,146.0,5.0,Delhi Daredevils,Wickets,5.0,Gautam Gambhir,2010
122,14-Mar-10,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,135.0,7.0,136.0,3.0,Kolkata Knight Riders,Wickets,7.0,Manoj Tiwary,2010
123,14-Mar-10,"M. A. Chidambaram Stadium, Chennai",Deccan Chargers,Chennai Super Kings,Deccan Chargers,Bat,Group,190.0,4.0,159.0,9.0,Deccan Chargers,Runs,31.0,Chaminda Vaas,2010
124,15-Mar-10,"Sardar Patel Stadium, Ahmedabad",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Field,Group,141.0,6.0,142.0,4.0,Delhi Daredevils,Wickets,6.0,Virender Sehwag,2010
125,16-Mar-10,"M. Chinnaswamy Stadium, Bangalore",Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Bat,Group,203.0,3.0,204.0,2.0,Royal Challengers Bangalore,Wickets,8.0,Jacques Kallis,2010
126,16-Mar-10,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,164.0,3.0,109.0,10.0,Chennai Super Kings,Runs,55.0,Mahendra Singh Dhoni,2010
127,17-Mar-10,"Feroz Shah Kotla, Delhi",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,218.0,7.0,120.0,10.0,Mumbai Indians,Runs,98.0,Sachin Tendulkar,2010
128,18-Mar-10,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,92.0,10.0,93.0,0.0,Royal Challengers Bangalore,Wickets,10.0,Jacques Kallis,2010
